question,answer,generate_source
VERTU Agent Q手机打游戏掉帧吗？,不会掉帧。搭载3nm高通骁龙8 Elite至尊版，主频高达4.32GHz，性能跃升30%且功耗降低20%，搭配16GB大内存，无论大型应用还是复杂AI任务都流畅无压力。超6000mm² VC均热板散热，长时间高负载使用也不卡顿，算力领先主流旗舰。,京东.json
VERTU Agent Q手机支持王者120帧游戏吗？,支持王者120帧游戏。搭载3nm骁龙8 Elite芯片，性能强劲，流畅不卡顿。,京东.json
VERTU Agent Q手机充电时可以玩游戏吗？,可以边充边玩，5565mAh大电池搭配65W快充。长时间游戏续航也完全没问题。,京东.json
VERTU AGENT Q智能腕表与其他手机能匹配吗?,支持蓝牙连接，下载软件即可轻松配对使用。,京东.json
VERTU AGENT Q智能钻戒测血糖准确率是多少？,这款智能钻戒经临床验证，血糖检测准确率高达80%。,京东.json
VERTU AGENT Q智能钻戒的软件系统是否与京东自营的血糖检测设备共用？,VERTU AGENT Q有独立APP系统，不与京东设备共用，使用更安心。,京东.json
VERTU Agent Q手机是中文版吗？,有国内版和国际版可选，正常使用没问题。,京东.json
VERTU Agent Q手机用几年应该没问题吗?,VERTU Agent Q是全球首款AI Agent手机。搭载3nm骁龙8 Elite至尊版，16GB+1TB存储搭配10TB分布式存储。6.02英寸120Hz柔性AMOLED屏，影像系统为5000万主摄（可变光圈+OIS）+6400万长焦（微距）+5000万超广角，覆盖13mm-140mm全焦段。内置5565mAh硅基电池+65W快充，支持双卫星双向通话。配备A5加密芯片+一机三系统，端到端加密保障安全。瑞表级工艺机身搭配珍稀皮革与红宝石按键，还有200+AI智能体与7x24真人管家，兼顾实用与奢华。,京东.json
VERTU AGENT Q 是否支持双卡双待？,支持双卡双待，方便您同时使用两张电话卡。,京东.json
VERTU AGENT Q旗舰新品可以测血糖吗?,可以的老板。这款旗舰新品支持实时血糖监测，方便您随时掌握健康状况。,京东.json
VERTU AGENT Q 旗舰新品是否带手机壳？,VERTU AGENT Q 旗舰新品裸机设计，大气十足。无需手机壳，质感已到位。,京东.json
VERTU AGENT Q 旗舰新品没有测尿酸功能吗?,VERTU AGENT Q 旗舰新品暂未配备尿酸检测功能。,京东.json
VERTU AGENT Q 旗舰新品屏幕是双屏还是单屏？,这款旗舰新品采用6.78英寸单屏设计，支持120Hz智能刷新，显示更流畅。,京东.json
VERTU AGENT Q 旗舰新品支持一机三系统和量子级加密吗？,支持一机三系统：工作、生活、私密空间物理隔离，互不干扰；支持量子级加密，从芯片到通话端到端VDAO加密，确保沟通绝对私密，无法破译。,京东.json
VERTU AGENT Q 旗舰新品是否具备金融级防护能力？,具备金融级防护能力，您的每一笔交易都享受银行金库级别的安全守护。,京东.json
VERTU Agent Q手机支持无线充吗?,这款不支持无线充电，有线充电更稳定高效。,京东.json
VERTU AGENT Q 智能手机支持蓝牙耳机吗?,支持蓝牙耳机连接，使用更便捷。  这款5G手机功能齐全，体验流畅。,京东.json
VERTU Agent Q手机重吗?,这款手机有质感，拿在手里刚刚好，不轻不重，手感舒适。,京东.json
VERTU AGENT Q 旗舰新品待机多久？,这款支持一天半待机，日常使用完全够用。,京东.json
VERTU Agent Q旗舰新品的隐私安全防护机制是什么？,配备专属A5硬件加密芯片，支持一机三系统，结合10TB分布式存储，实现从硬件到软件的全方位防护；支持端到端加密聊天与MPC加密钱包，确保隐私数据不泄露，安全等级远高于普通旗舰手机。,京东.json
VERTU AGENT Q 旗舰新品支持转到外部2客服账号吗？,这款旗舰新品暂不支持转接外部2客服账号功能。,京东.json
VERTU AGENT Q旗舰新品打游戏怎么样?,这款旗舰新品性能强劲，打游戏流畅不卡顿，体验非常出色。,京东.json
VERTU AGENT Q 旗舰新品的AI功能在哪里提现？,VERTU AGENT Q的AI功能体现在总裁百宝箱中。智能助手随时待命，高效处理各类事务。,京东.json
VERTU Agent Q手机使用的是什么屏幕材质？,柔性AMOLED屏幕，核心基板为柔性聚合物材料（如聚酰亚胺PI），可弯曲折叠；不是微晶玻璃。具有高对比度、广色域、黑色表现纯粹、色彩鲜艳饱满的特点，显示效果好；且功耗较低，深色模式下可有效延长续航。,京东.json
VERTU Agent Q手机的机身边框材质是什么？,边框采用316L金刚全副包裹，耐磕碰更坚固。,京东.json
VERTU Agent Q手机的贵款与标准款在材质上有什么区别？,贵款采用美洲鳄鳄鱼皮，被称为「皮中黄金」，稀有奢华；标准款使用小牛皮。我给您看看外观图[VERTU Agent Q贵款鳄鱼皮图],京东.json
VERTU AGENT Q 旗舰新品整体都是天然水晶吗?,我帮您核实了材质详情，明天给您详细回复。,京东.json
VERTU AGENT Q 旗舰新品能洗澡游泳吗?,这款旗舰机支持防水，但不建议洗澡或游泳时使用，避免意外损坏。,京东.json
VERTU AGENT Q 旗舰新品洗手可以吗?,这款支持防水，日常洗手没问题。但不建议长时间接触水源。,京东.json
VERTU AGENT Q 旗舰新品用水冲洗没问题吗?,这款旗舰机不建议用水冲洗，以免影响正常使用。,京东.json
VERTU AGENT Q 旗舰新品的配套APP是哪一款？,建议通过微信小程序搜索METASELF，方便快捷下载使用。部分机型可能不兼容。,京东.json
VERTU AGENT Q 旗舰新品外观是树脂还是水晶？,我给您发几张实物图片看看，供您直观感受。[VERTU AGENT Q外观图],京东.json
VERTU AGENT Q手机是三折叠吗?,这款是上下折叠设计，使用方便，不是三折叠。,京东.json
VERTU AGENT Q 二代折叠手机是第几代？,是第二代量子折叠手机，配置更高，搭载2025款骁龙8至尊版旗舰芯片，支持16GB+1TB大存储，具备65万次折叠耐久性，转轴采用1800兆帕超强钢，支持双向卫星通话与北斗双向卫星通信，3秒极速建联，紧急SOS救援定位精度达0.5米。,京东.json
VERTU AGENT Q 二代折叠手机与一代折叠手机有什么区别？,二代搭载骁龙8至尊版芯片，性能更强。  支持双向卫星通话，3秒极速建联。  1800兆帕转轴，耐用抗摔，紧急定位精度达0.5米。,京东.json
VERTU AGENT Q 旗舰新品钻石级陶瓷边框是什么材质？,钻石级陶瓷边框，硬度堪比钻石，日常使用完全告别划痕；手感却像和田玉一样温润，还自带天然抗菌效果，给您最安心的守护。,京东.json
VERTU AGENT Q 旗舰新品的背盖有哪些可选材质？,三种奢华背盖可选：您可以像选爱马仕手袋一样，选择最能代表您风格的那一款。我给您看看外观图[],京东.json
VERTU AGENT Q 旗舰新品的屏幕规格是什么？,这款配备2K+超感内屏，视觉体验如临现场。搭配DTS:X Ultra影院级音效，沉浸感十足。,京东.json
VERTU AGENT Q 旗舰新品支持量子指纹切换功能吗？,支持量子指纹切换功能，不同手指可解锁不同系统，一触即达，安全便捷；遇险时可毫秒级触发数据湮灭，实现比保险柜更智能的移动保密方案。,京东.json
VERTU AGENT Q 旗舰新品在手机遗失或被盗时，如何保障数据安全？,支持一键安全自毁，数据瞬间清除，不可恢复，保障您的信息安全无忧。,京东.json
VERTU Agent Q 智能手机的主摄像头参数是什么？,这款主摄5000万像素，支持可变光圈和OIS光学防抖。暗光环境下进光量多18%，夜景更清晰，高光抑制更强。,京东.json
VERTU AGENT Q 旗舰新品是否具备伪装系统功能？,具备伪装系统功能，紧急时可模拟虚拟身份。有效保护真实数据，守护隐私安全。,京东.json
VERTU AGENT Q手机可以上几个微信？,这款手机支持4个微信账号。1机3系统，三系统并行，互不干扰，使用更高效。,京东.json
VERTU Agent Q手机的1T+10T存储是什么意思？,这款手机内置1TB大存储，还送10TB加密云空间。文件分散存储，安全永久不丢失。,京东.json
使用VERTU Agent Q手机的10TB分布式存储需要ID号吗？,使用VERTU Agent Q的10TB分布式存储，需提供ID号。  它能确保文件归属清晰，访问更安全可靠。,京东.json
VERTU Agent Q手机的10TB分布式存储是否支持跨地区使用？,支持，只要使用该手机的账号（ID）注册并登录，即可在全球范围内访问其10TB分布式加密存储，不受地理位置限制。,京东.json
VERTU Agent Q手机的定制款是否有2TB存储版本？,目前所有版本均为1TB内置存储，定制款仅在外观材质（如金、鳄鱼皮）上不同，功能和存储容量一致。,京东.json
VERTU Agent Q手机是否支持为他人使用账号？,支持他人使用账号，绑定手机号即可。10TB存储需通过该用户ID管理文件。,京东.json
VERTU Agent Q手机的10TB分布式存储是否永久有效？,这款10TB分布式加密存储永久有效，数据安全不丢失，长期放心使用。,京东.json
VERTU Agent Q手机的彩色鳄鱼皮款推荐颜色有哪些？,推荐颜色为橙色、粉色、红色，适合女士使用。我给您看看外观图[VERTU Agent Q鳄鱼皮配色图],京东.json
VERTU Agent Q手机是否支持为缅甸地区的用户注册使用？,支持注册使用，只需手机号实名认证即可。功能完整，无需本地身份证。,京东.json
VERTU Agent Q智能手机的电池与充电性能如何？,这款配备5565mAh大电池，支持65W快充。日常使用一整天完全没问题。,京东.json
VERTU Agent Q智能手机是否支持卫星通信？,支持双卫星双向通话，信号稳定，紧急情况下更安心。,京东.json
VERTU Agent Q智能手机的存储配置是什么？,这款手机配备16GB+1TB超大存储，还支持10TB分布式存储，海量空间轻松存。,京东.json
VERTU AGENT Q 旗舰新品是否有隐藏款或定制款？,有隐藏款和更多定制选项。我给您看看实物图[VERTU AGENT Q隐藏款实拍图],京东.json
VERTU AGENT Q旗舰新品支持中文吗?,支持中文，操作更方便。,京东.json
VERTU AGENT Q 旗舰新品金玉满堂紫色款是否为紫水晶材质？,这款金玉满堂紫色款采用紫水晶材质，高贵典雅，质感出众。,京东.json
VERTU Agent Q 智能手机支持65W快充吗？,支持65W快充，充电快，续航持久，一充就满。,京东.json
VERTU AGENT Q 旗舰新品手机颜色可以选吗？,支持多种配色选择，您可以根据喜好自由搭配。,京东.json
VERTU AGENT Q 酒红色手机系统用的是什么?,这款手机基于安卓系统，独家定制VERTU OS。操作更顺手，更符合国人习惯。,京东.json
VERTU Agent Q 智能手机的长焦摄像头参数是什么？,这款长焦镜头高达6400万像素，支持微距拍摄，焦段覆盖13mm到140mm，拍照更灵活。,京东.json
VERTU Agent Q 智能手机的屏幕尺寸和刷新率是多少？,6.02英寸120Hz柔性AMOLED屏，流畅顺滑，视觉体验更佳。,京东.json
VERTU Agent Q 智能手机的处理器是什么？,这款搭载3nm骁龙8 Elite至尊版处理器，性能强劲，运行更流畅。,京东.json
VERTU AGENT Q 旗舰新品是否支持端到端加密的聊天功能？,支持VDAO量子加密聊天功能，具备端到端加密、阅后即焚特性，保障私密社交安全。,京东.json
VERTU AGENT Q旗舰新品手机信号怎么样？,支持5G双卡全网通，信号稳定。还支持卫星通话，关键时刻不掉线。,京东.json
VERTU AGENT Q手机能拍视频吗?,这款手机支持高清视频拍摄，拍照录像都清晰。,京东.json
VERTU AGENT Q旗舰新品支持哪些存储配置？,这款旗舰机标配12GB+512GB存储。还可选1TB本地+10TB云存储，打造专属私人数据中心。,京东.json
VERTU AGENT Q旗舰新品的WEB3加密系统有哪些功能？,支持多链钱包，一键生成NFT。  Dapp应用与IPFS存储，保障会议聊天绝对安全。,京东.json
VERTU AGENT Q 旗舰新品是否支持USB-A接口？,支持USB-A接口，充电更方便。,京东.json
VERTU AGENT Q 手机的分身功能是否需要付费？,这款分身功能免费使用，无需额外付费，开通即用。,京东.json
VERTU AGENT Q 手机如何同时查看多个微信消息？,支持多微信账号同时登录，消息可集中查看。  根据需求自由设置提示，管理更高效。,京东.json
VERTU AGENT Q 手机如何在不同系统间快速切换？,VERTU AGENT Q支持指纹一键切换系统，操作便捷。每个系统独立验证，安全有保障。,京东.json
VERTU AGENT Q 手机的三个独立系统分别支持什么功能？,VERTU AGENT Q 手机支持三系统独立运行。  每个系统可单独安装应用，使用微信，设置密码或指纹。  轻松实现多账号并行管理，安全又高效。,京东.json
VERTU Agent Q 智能手机的超广角摄像头参数是什么？,这款超广角镜头达5000万像素，13mm-140mm全焦段覆盖，拍摄更广阔。,京东.json
VERTU AGENT Q 手机支持哪些安全加密功能？,VERTU AGENT Q 采用端到端加密，通话密钥仅存在于双方设备。  每次通话生成新密钥，确保通信安全。  信息阅后即焚，无法保存或转发，保护隐私更安心。,京东.json
VERTU AGENT Q旗舰新品相比Mate2有哪些提升？,搭载2025款骁龙8至尊版旗舰芯片，性能领跑一个时代；配备2K+超感内屏与DTS:X Ultra影院级音效，打造私人IMAX影院体验；拥有16GB+1TB顶配存储组合，可从容存储整个数字世界；支持双向卫星通话，且量子折叠屏支持卫星通话；在外观、材质、配置和功能上均有显著提升。,京东.json
VERTU AGENT Q 搭载骁龙8 Gen 2 领先版处理器，可以打王者荣耀吗？,这款搭载骁龙8 Gen 2领先版，运行稳定。玩王者荣耀完全没问题，流畅不卡顿。,京东.json
VERTU Agent Q 智能手机支持机械变焦吗？,支持机械变焦，拍照更清晰。人眼仿生镜头，对焦更快更准。,京东.json
VERTU AGENT Q 在运行王者荣耀时会卡顿吗？,这款搭载骁龙8 Gen 2领先版处理器，运行王者荣耀完全不卡顿，流畅体验更安心。,京东.json
VERTU AGENT Q旗舰新品手机屏幕会摔坏吗？,手机屏幕较脆弱，建议小心使用。避免摔落，可减少损坏风险。,京东.json
VERTU AGENT Q旗舰新品买给老人会用吗?,可以的哦，您留下联系方式，我给您发几张更清晰的实物图和功能介绍，方便您更直观地了解。[VERTU AGENT Q外观图],京东.json
VERTU Agent Q有卫星通话和定位功能吗?,有的，VERTU Agent Q是全球首款AI Agent手机，支持双卫星双向通话，具备卫星定位功能。,京东.json
VERTU AGENT Q 旗舰新品支持测血压吗？,支持测血压，实时监测更安心。,京东.json
VERTU AGENT Q智能钻戒与三星手机兼容吗？,这款智能钻戒支持手机连接，苹果用户可使用小程序，功能涵盖睡眠、心率、血糖监测，使用更便捷。,京东.json
VERTU AGENT Q智能钻戒有哪些健康监测功能？,支持无创血糖与心率监测。  深度分析睡眠质量，自动推送异常体征。  实时血氧监测，高原出行更安心。,京东.json
VERTU Agent Q手机的芯片是什么？,这款搭载3nm骁龙8 Elite至尊版芯片，性能强劲，运行更流畅。,京东.json
VERTU AGENT Q 旗舰新品最大圈口是多少？,这款最大圈口为9号，佩戴舒适贴合。,京东.json
VERTU AGENT Q 旗舰新品是否为原装未激活？,是的，全新原装未激活，放心入手。,京东.json
VERTU AGENT Q 黄金版有多少克？,这款VERTU AGENT Q黄金版约40克，轻盈精致，佩戴舒适。,京东.json
VERTU AGENT Q旗舰新品可以国外使用吗?,可以的哦，我给您发几张实物拍摄图看看[],京东.json
VERTU AGENT Q手机需要贴膜吗？,不需要哦。这款采用康宁大猩猩玻璃陶瓷2材质，抗摔破裂性能突出，抗跌落性较前代提升显著，能分散外力；抗摩擦划痕性能强，莫氏硬度达行业高端水准，可应对日常硬物摩擦。,京东.json
VERTU Agent Q手机支持双卫星信号吗？在无人区可以通话吗？,支持双卫星双向通话，即使在无人区也能轻松通话。,京东.json
ivertu钢化膜结实吗？,这款钢化膜非常结实，耐磕碰，原装品质，用着特别耐用。,京东.json
ivertu有其他款式的保护壳吗？,目前只有皮套款式，直插设计，质感高级，保护更到位。,京东.json
VERTU AGENT Q 旗舰新品折叠款有几款？,新款折叠款配置一致，仅外观材质有差异。,京东.json
VERTU Agent Q直屏手机6.02英寸屏幕尺寸是多少？,这款手机配备6.02英寸120Hz柔性AMOLED屏，显示流畅清晰。,京东.json
VERTU Agent Q直屏手机的存储配置是多少？,这款手机配备16GB+1TB超大存储，还支持10TB分布式存储，海量空间轻松存。,京东.json
VERTU AGENT Q 碳纤维后盖带红条款线上和线下的产品一样吗？,一样，正品保障，假一罚十，线上线下都一样。,京东.json
VERTU AGENT Q智能体手机的性能怎么样？,VERTU AGENT Q是全球首款AI Agent手机，性能强劲。  搭载3nm骁龙8 Elite芯片，16GB+1TB存储，运行流畅。  支持200+AI智能体与7x24小时真人管家服务，体验更智能。,京东.json
VERTU Agent Q手机尺寸多少？,VERTU Agent Q手机屏幕6.02英寸，支持120Hz高刷新率，显示更流畅。,京东.json
VERTU Agent Q与之前Asterp手机相比大多少？,VERTU Agent Q比之前的Asterp手机略大一些。我给您看看尺寸对比图[VERTU Agent Q与Asterp尺寸对比图],京东.json
VERTU AGENT Q 旗舰新品内置电池容量多大？,这款配备5565mAh大容量硅基电池，支持65W快充，续航持久，充电快速。,京东.json
VERTU AGENT Q 旗舰新品一天使用够用吗？,这款配备5565mAh超大电池，一天使用完全没问题。,京东.json
VERTU AGENT Q 量子折叠屏手机电池续航多小时？,这款搭载4300mAh电池，支持65W快充。20分钟充电70%，续航持久，低温环境也能稳定运行。,京东.json
VERTU AGENT Q手机与12万多元的定制款有什么区别？,VERTU AGENT Q与12万定制款功能一致。  定制款采用全黄金边框，材质更奢华，所以价格更高。,京东.json
VERTU Agent Q手机的屏幕是三星屏还是LG屏？,VERTU Agent Q配备柔性AMOLED屏幕，显示效果细腻，色彩更真实。,京东.json
VERTU AGENT Q 旗舰新品是否为男款？,是的，男女同款哦，不过琥珀棕颜色一般是男士使用的比较多。,京东.json
"VERTU AGENT Q 旗舰新品为什么只卖100,000元？",VERTU AGENT Q 旗舰新品搭载顶级配置，16GB+512GB起步，支持10TB云存储。  配备5565mAh大电池与65W快充，续航持久。  仅在伦敦哈罗德百货独家发售，手工打造，收藏价值高。,京东.json
VERTU Agent Q新品比这款还重吗？,这款更重哦，材质是碳纤维。新品是皮革款，更轻便。,京东.json
VERTU Agent Q手机的10TB分布式存储是否与机身本地存储1TB共存？,是的，10TB分布式存储和1TB本地存储独立共存，互不干扰，完全满足日常使用需求。,京东.json
VERTU AGENT Q旗舰新品手机支持哪些功能？,VERTU AGENT Q为旗舰新品，支持奢品Meta手机功能，包括全球首发抢购、智能交互、高端定制设计等。我给您看看外观图[],京东.json
VERTU AGENT Q 手机的材料是什么？,VERTU AGENT Q 采用钛合金后盖，坚固耐用。  金属质感高级，彰显独特品味。  硬朗线条，男士首选。,京东.json
VERTU Agent Q手机的10TB分布式存储是什么意思?,VERTU Agent Q配备10TB分布式存储，永久免费。  相当于能存1万部高清电影或200万张高清照片，彻底告别内存焦虑。,京东.json
SIGNATURE S 总裁手机有哪些功能？,支持A5安全芯片，通话更安全。  AI智能识别会议重点，支持多国语言实时翻译。  卫星通话+一键救援，无信号也能联系。,京东.json
VERTU AGENT Q手机需要交话费吗？,这款手机需要交话费，才能正常使用通信功能。,京东.json
VERTU AGENT Q手机长焦支持多少倍变焦？,支持13mm到140mm全焦段，长焦拍摄更清晰。,京东.json
VERTU Agent Q旗舰手机突出的性能在哪?,VERTU Agent Q是全球首款AI Agent手机，搭载3nm骁龙8 Elite处理器，性能强劲。  配备16GB+1TB大存储，支持65W快充，续航持久。  AI功能强大，支持73国通话翻译，全场景智能服务，体验更高效。,京东.json
VERTU Agent Q旗舰手机的一机三系统是什么？,VERTU Agent Q的一机三系统包括主系统、加密系统和伪装系统，三个系统独立运行，支持通过不同解锁方式一键丝滑切换，实现信息分系统加密，保障隐私安全。,京东.json
VERTU Agent Q手机的分布式存储是否安全？,支持10TB免费分布式存储，文件分散加密保存。数据不可删改，永久安全，防攻防盗。,京东.json
VERTU Agent Q手机的量子加密技术有哪些功能？,VERTU Agent Q手机支持量子指纹切换，不同手指解锁不同系统。  数据隔离更安全，一键销毁5秒内清空敏感信息。  还有伪装系统和VDAO量子加密聊天，阅后即焚，隐私更安心。,京东.json
VERTU Agent Q手机是否支持AI Agent功能？,是，VERTU Agent Q是全球首款AI Agent手机，内置200+AI智能体与7x24小时真人管家服务。,京东.json
VERTU AGENT Q 墨玉黑小牛皮款的内存是多少？,这款内存配置为16GB运行内存加1TB存储空间，日常使用完全够用。,京东.json
VERTU AGENT Q 墨玉黑小牛皮款的材质和外观特点是什么？,我给您看看外观图，采用墨玉黑小牛皮材质，荔枝纹设计，手感温润细腻，颜色经典低调，是身份与地位的象征。[VERTU AGENT Q 墨玉黑小牛皮款外观图],京东.json
VERTU Agent Q使用了哪些高端材质？,VERTU Agent Q采用荔枝纹进口小牛皮、美洲小鳄腹部皮革、珍贵蜥蜴皮等珍稀皮革材质，结合瑞表级工艺机身与红宝石按键，彰显极致奢华。,京东.json
VERTU Agent Q的硬件配置有哪些？,搭载3nm骁龙8 Elite至尊版，16GB+1TB存储搭配10TB分布式存储。6.02英寸120Hz柔性AMOLED屏，影像系统为5000万主摄（可变光圈+OIS）+6400万长焦（微距）+5000万超广角，覆盖13mm-140mm全焦段。内置5565mAh硅基电池+65W快充，支持双卫星双向通话。配备A5加密芯片+一机三系统，端到端加密保障安全。,京东.json
VERTU Agent Q手机续航如何?,5565mAh超大硅基电池，容量远超iPhone 17 Pro Max和三星Z Fold 7，搭配65W快充，续航更持久、回血更快。独家双卫星双向语音通话，无人区也能通信，户外出行更安心。,京东.json
VERTU AGENT Q手机是否支持eSIM？,这款VERTU AGENT Q手机支持eSIM功能，无需插卡，使用更便捷。,京东.json
VERTU AGENT Q 旗舰新品有屏幕吗？,有的哦，这款旗舰新品配备高清屏幕，展示的是背部设计。,京东.json
VERTU Agent Q手机支持微信多设备同时登录吗？,支持微信多设备同时登录，最多可同步4个设备，使用更方便。,京东.json
VERTU Agent Q提供哪些独家服务？,VERTU Agent Q配备专属加密系统，保障信息安全。还有私人助理服务，随时为您贴心安排。,京东.json
VERTU AGENT Q旗舰新品是手工制作吗？,是的，每台VERTU AGENT Q旗舰新品都是由顶级工匠大师手工制作，全球精选原材料，独一无二。,京东.json
VERTU Agent Q的AI智能体数量是多少？,内置200+AI智能体，可提供多样化智能服务。,京东.json
VERTU AGENT Q 旗舰新品和奢品Meta手机哪款更适合男士佩戴？,VERTU AGENT Q和奢品Meta手机都深受男士喜爱。两款都适合男士佩戴，颜值与质感兼具。,京东.json
VERTU AGENT Q 旗舰新品的1899元起售款式与59元的测量工具有什么区别？,59元的是测量工具，不是戒指。  戒指都是1899元起步，品质更高级。,京东.json
VERTU AGENT Q旗舰新品有哪些特别功能?,赠送私人管家服务，包含多项免费权益。我给您发几张实拍图吧[VERTU AGENT Q功能展示图],京东.json
VERTU Agent Q手机屏幕是4K屏幕吗？,VERTU Agent Q搭载6.02英寸120Hz柔性AMOLED屏，不支持4K分辨率；其屏幕材质与三星W系手机相同，色彩、对比度、响应速度均达到行业标杆水平，具备护眼特性。,京东.json
VERTU AGENT Q 旗舰新品的六字是什么字？什么意思？,六字为“Yang Mei”，意为“阳美”，是VERTU品牌对高品质珠宝工艺与东方美学融合的象征，代表璀璨与尊贵。,京东.json
VERTU AGENT Q 旗舰新品屏幕是否耐磨抗刮？,这款屏幕采用康宁大猩猩玻璃陶瓷2材质，耐磨抗刮，日常使用完全不用担心划痕。,京东.json
VERTU AGENT Q 旗舰新品屏幕是否为蓝宝石材质？,不是蓝宝石材质，采用康宁大猩猩玻璃陶瓷2，更耐刮更抗摔。,京东.json
VERTU Agent Q手机的双卫星双向通话功能是什么？,VERTU Agent Q支持双卫星双向通话，可发语音短信，也能接收。  双星接入覆盖更广，抗遮挡更强，应急更可靠。  适合野外、海上、灾区等无信号场景使用。,京东.json
VERTU Agent Q智能手机支持几个操作系统？,支持一机三系统，切换流畅不卡顿。,京东.json
VERTU Agent Q支持多少个AI智能体和是否提供真人管家服务？,这款支持200多个AI智能体，还有7x24小时真人管家服务，随时为您贴心守护。,京东.json
VERTU Agent Q是否支持3nm骁龙8 Elite至尊版处理器？,搭载3nm骁龙8 Elite至尊版处理器，性能强劲，运行更流畅。,京东.json
VERTU Agent Q手机支持红外功能吗?,抱歉，这款手机不支持红外功能。,京东.json
VERTU Agent Q手机是第几代骁龙处理器?,搭载高通骁龙8 Elite至尊版，性能强劲，第五代旗舰芯片。,京东.json
VERTU AGENT Q 小牛皮奶昔粉款是否为白陶樱花粉色？,小牛皮奶昔粉款与白陶樱花粉色为同一款。名称中的“樱花粉”是为区分材质而命名的，实际为小牛皮材质的奶昔粉色。实机颜色以无滤镜、无灯光特效的清晰实拍为准。,京东.json
VERTU AGENT Q手机是2022年上市的吗?,是的，2022年底上市，现在购买的都是最新批次。,京东.json
VERTU AGENT Q 小牛皮奶昔粉款的实机颜色是否与截图一致？,我给您发几张实拍图吧截图中显示的为带轻微滤镜的展示图，实际实机颜色为无滤镜、无灯光特效的清晰拍摄，与奶昔粉款一致，颜色更真实直接。[VERTU AGENT Q 小牛皮奶昔粉款实拍图],京东.json
VERTU AGENT Q 小牛皮奶昔粉款是否支持实拍图发送？,我给您发几张实拍图吧，平台限制无法直接发送，需通过联系助理获取无滤镜、无灯光特效的清晰实拍图及功能介绍。[],京东.json
VERTU AGENT Q 旗舰新品是否有礼品包装？,有专门的礼品包装，收到就能直接送人，省心又体面。,京东.json
VERTU AGENT Q 旗舰新品的包装材质是什么？,采用小牛皮荔枝纹材质。我给您看看外观图[],京东.json
VERTU AGENT Q 旗舰新品戴哪个手指都可以吗？,这款手表佩戴方便，戴在哪个手指都合适，您可以放心选择。,京东.json
VERTU Agent Q手机的红色款是什么型号？,VERTU Agent Q有多种红色款式。您可以选一款纯红色的机型，由总仓为您安排。,京东.json
VERTU Agent Q手机的阅后即焚功能是否仅清除发送者手机上的信息，而接收方手机仍会保留内容？,是的，该功能由VERTU自主研发的VDAO APP实现。适用于政要机关及商务洽谈场景，确保信息在接收方设备上不长期留存。,京东.json
