question,answer,generate_source
VERTU Agent Q的影像系统支持哪些焦段?,VERTU Agent Q影像系统覆盖13mm-140mm全焦段，支持机械变焦和人眼仿生镜头，微距、长焦、夜景表现全面超越同级。,京东.json
VERTU Agent Q的处理器和内存配置是什么?,搭载3nm高通骁龙8 Elite至尊版，主频高达4.32GHz，性能跃升30%且功耗降低20%，搭配16GB大内存，无论大型应用还是复杂AI任务都流畅无压力。,京东.json
VERTU AGENT Q手机与华为X7相比，功能上有哪些优势？,VERTU AGENT Q手机具备一机三系统，支持指纹、手势、密码一键切换，系统独立运行，可同时登录4个微信账号；配备专属A5硬件加密芯片和端到端加密聊天、MPC加密钱包，隐私安全等级高于普通旗舰手机；支持量子折叠屏，具备双向卫星通话、3秒极速建联、紧急SOS救援定位精度达0.5米，适用于无信号区域。,京东.json
VERTU Agent Q智能机像素配置是多少？,VERTU Agent Q是全球首款AI Agent手机，影像系统为5000万主摄（可变光圈+OIS）+6400万长焦（微距）+5000万超广角，覆盖13mm-140mm全焦段。,京东.json
VERTU Agent Q智能机侧面按键是什么材质？,VERTU Agent Q智能机侧面采用红宝石按键。我给您看看外观图[VERTU Agent Q侧面按键特写图],京东.json
VERTU Agent Q的安全防护机制有哪些?,配备A5硬件加密芯片，多重防护更安心。  支持端到端加密聊天与MPC加密钱包，数据安全有保障。  10TB分布式存储，隐私保护更全面。,京东.json
VERTU AGENT Q旗舰新品的双系统中，除了安卓系统，另一个系统是什么？,VERTU AGENT Q旗舰新品配备双系统，除了安卓系统外，另一个是加密系统，安全性能更强。,京东.json
VERTU Agent Q是性能最强的手机吗？,VERTU Agent Q是全球首款AI Agent手机，性能巅峰。搭载3nm骁龙8 Elite至尊版，16GB+1TB大存储，运行流畅不卡顿。,京东.json
VERTU AGENT Q 小牛皮奶昔粉款与樱花粉款在材质和颜色上有什么区别？,小牛皮材质款为奶昔粉色，名称中‘樱花粉’是用于区分材质的命名方式；鳄鱼皮材质款为樱花粉，但非小牛皮。我给您看看外观图[VERTU AGENT Q 小牛皮奶昔粉款外观图],京东.json
VERTU AGENT Q手机在隐私与安全性方面有何保障?,搭载高通骁龙芯片，配备A5安全芯片。银行级防护，隐私更安心。,京东.json
VERTU AGENT Q直屏手机是男士还是女士使用？,VERTU AGENT Q直屏手机适用于男士使用。我给您发几张实拍图吧[VERTU AGENT Q直屏手机实拍图],京东.json
VERTU AGENT Q手机能上网吗？,可以的呢，这款是智能手机，支持随时上网。,京东.json
VERTU AGENT Q手机会不会像普通手机一样卡顿？,这款手机专为高端用户设计，配置强劲，日常使用流畅不卡顿。,京东.json
VERTU AGENT Q 旗舰新品是否是电子表？,是的，VERTU AGENT Q 旗舰新品是电子表，支持充电供电，使用更方便。,京东.json
VERTU AGENT Q 旗舰新品酒红色款有色差吗？,我给您发几张实拍图吧，没有色差，已发送实拍图供参考。[],京东.json
VERTU AGENT Q 限量发售的手机是否支持5G网络？,支持5G网络，双卡双待更方便。网速快，通话更清晰。,京东.json
VERTU AGENT Q 旗舰新品10T存储版本怎么买？,10T存储是手机自带的免费分布式存储，文件存储在无数台服务器上，绝对加密安全，不会被任何人删除、修改或丢失，数据永久性保存；内存也不用担心，无需额外付费。,京东.json
VERTU AGENT Q 智能腕表可以带着洗澡吗?,VERTU AGENT Q 支持生活防水，日常洗手、出汗没问题。但不建议洗澡时佩戴，避免影响使用寿命。,京东.json
VERTU Agent Q手机是否支持全球7×24小时私人管家服务？,是的，VERTU Agent Q配备7×24小时英式管家私人助理服务，只需按下手机客户专键，即可直接连接VERTU服务总台，提供全球范围内的交通、娱乐、饮食、酒店、健康医疗、文化运动、海外留学、全球置业、金融理财等全方位1对1管家式服务。,京东.json
VERTU AGENT Q直屏手机有哪些材质颜色可选？,VERTU AGENT Q直屏手机有不同材质颜色可选。我给您看看外观图[],京东.json
VERTU Agent Q酒红色款是否带卫星电话通讯功能，开通后可不可以拨打卫星电话？,VERTU Agent Q酒红色款支持卫星通话功能。开通后可直接拨打卫星电话，使用电信卡即可。,京东.json
VERTU AGENT Q旗舰新品双系统是什么意思？,主系统和加密系统双运行，安全更可靠，办公更放心。,京东.json
VERTU AGENT Q旗舰新品的散热性能如何？,采用仿生散热设计，配备4233mm²超大VC散热板，面积增大38%，散热效果更强；实测在META2满电、90Hz刷新率下运行王者荣耀3小时，耗电量35%，手机温度维持在37-39℃。,京东.json
VERTU AGENT Q 手机的量子指纹切换功能如何使用？,支持不同手指解锁不同系统，工作、社交、伪装系统一键切换，无需密码，安全又方便。,京东.json
VERTU AGENT Q 手机的伪装系统如何保护隐私？,这款手机的伪装系统能在被迫解锁时启动，模拟虚拟身份，隐藏真实信息，保护您的隐私安全。,京东.json
VERTU AGENT Q 量子折叠屏手机是二代吗?,是的，VERTU AGENT Q是全新旗舰款，全球首发，不是二代哦。,京东.json
VERTU AGENT Q 量子折叠屏手机支持哪些AI功能?,VERTU AGENT Q支持多项AI功能。  AI会议纪要可自动转写并生成思维导图。  还有AI健身教练、美颜视频、语音搜图和多语言翻译，实用又高效。,京东.json
VERTU AGENT Q奢品AI智能体手机的材质是什么?,机身采用316L精钢、红宝石按键、珍稀皮革等材质，搭配鹰翼式后盖设计与瑞表级精密铰链。,京东.json
VERTU AGENT Q旗舰新品是什么类型的产品？,VERTU AGENT Q是VERTU推出的旗舰新品，属于奢品Meta手机系列。,京东.json
VERTU AGENT Q 旗舰新品功能好用吗？,搭载3nm高通骁龙8 Elite至尊版，主频高达4.32GHz，性能跃升30%且功耗降低20%，搭配16GB大内存，无论大型应用还是复杂AI任务都流畅无压力。超6000mm² VC均热板散热，长时间高负载使用也不卡顿，算力领先主流旗舰。,京东.json
VERTU AGENT Q 旗舰新品的59是什么？,59是测量工具，不是定金。不用担心，这是为了精准服务您。,京东.json
VERTU Agent Q手机支持语音功能吗？,支持语音功能，是具备完整智能手机功能的AI旗舰手机。,京东.json
VERTU AGENT Q折叠触屏会不会不好使？,这款折叠屏设计稳固，使用顺滑，完全不用担心。,京东.json
VERTU Agent Q的加密与安全配置是什么？,配备A5加密芯片和一机三系统，实现端到端加密，安全更有保障。,京东.json
VERTU Agent Q手机智能软件都可以下载吗？,VERTU Agent Q支持主流安卓应用。内置200多个AI智能体，覆盖工作生活多种场景，使用更便捷。,京东.json
VERTU AGENT Q旗舰新品是否支持蓝牙耳机通用连接?,支持通用连接，蓝牙耳机可轻松配对使用。,京东.json
VERTU AGENT Q 旗舰新品支持1TB存储吗？,支持1TB大存储，轻松存下海量照片和视频。,京东.json
VERTU AGENT Q 旗舰新品有紫色款吗？,有葡萄紫色款，但图片因光线问题显示偏暗。我给您看看外观图[VERTU AGENT Q紫色款外观图],京东.json
VERTU Agent Q酒红色款是否支持电信运营商以外的网络？,VERTU Agent Q仅支持电信卡。使用卫星通话功能需插电信卡，其他运营商不支持。,京东.json
VERTU AGENT Q智能旗舰手机电池可以用一天吗?,这款搭载4300mAh电池，支持65W快充。20分钟充电70%，日常使用一整天完全没问题。,京东.json
VERTU Agent Q手机纤纹和绗线后盖材质有什么区别？,纤纹后盖更显高级，绗线设计更显精致。两款手感都很好，配置完全一样。,京东.json
VERTU Agent Q屏幕是多大的？,这款屏幕为6.02英寸，显示效果清晰细腻。,京东.json
VERTU AGENT Q 旗舰新品的对影材质是什么？,这款采用925银材质，质感高级，佩戴更显尊贵。,京东.json
VERTU AGENT Q手机是单卡还是双卡的？,这款支持双卡双待，使用更方便。,京东.json
VERTU AGENT Q手机相比华为三折叠手机贵一倍，主要贵在哪些方面？,VERTU AGENT Q贵在顶级安全与全球私人管家服务。  独有VDAO加密通话，一次一密，防窃听更安全。  一键连接全球专属管家，吃喝玩乐全包办。,京东.json
VERTU AGENT Q 手机是否支持俄语？,支持俄语。国际版专为海外用户设计，网络和功能更适配国外使用。,京东.json
VERTU Agent Q手机是否支持免费生成短视频？,支持AI生成短视频功能。具体是否免费，需根据实际功能项目确认。,京东.json
VERTU AGENT Q 旗舰新品皮带长度有没有128cm左右的？,这款皮带现有长度120cm，宽3cm。暂时没有128cm的规格。,京东.json
VERTU AGENT Q 旗舰新品正面总是不给人看，啥情况？,VERTU AGENT Q 旗舰新品正面采用典藏级隐藏设计，是品牌独特工艺体现，非质量问题，彰显高端质感。,京东.json
VERTU Agent Q是全球首款AI Agent手机，其摄像头像素是多少？,这款手机主摄5000万像素，长焦6400万，超广角5000万，全高像素组合，拍照更清晰。,京东.json
VERTU Agent Q AI手机与普通智能手机有哪些不同？,VERTU Agent Q是全球首款AI Agent手机，具备200+AI智能体覆盖工作与生活全场景，打破APP壁垒无需跳转；支持AI图片编辑、73国通话翻译等功能，实用性远超纯软件AI手机；配备7x24小时真人管家兜底复杂需求；拥有A5硬件加密芯片+一机三系统+10TB分布式存储，实现从硬件到软件的全方位安全防护，端到端加密聊天与MPC加密钱包保障隐私，安全等级远高于普通旗舰手机。,京东.json
VERTU AGENT Q手机支持NFC吗？,支持NFC功能，日常刷卡、支付更便捷。,京东.json
VERTU AGENT Q 手机是否支持双系统多用户登录？,支持双系统多用户登录，安全又方便。,京东.json
VERTU AGENT Q 手机的第二系统是否更私密？,第二系统采用更高级加密，隐私保护更到位。,京东.json
VERTU AGENT Q 手机的摄像头设计有何特点？,摄像头区域采用带巴黎钉的款式，设计感强，手持不易碰撞。我给您看看外观图[VERTU AGENT Q摄像头设计图],京东.json
VERTU AGENT Q 手机的曲面屏有何优势？,采用柔性OLED材质弯曲成型，带来沉浸式观感，观影时画面呈现包裹感；优化光线反射，减少环境光直射屏幕，降低反光干扰；具备美学价值，流线型外观赋予高端质感，部分机型采用2.5°-5°微曲设计，平衡美感与实用性。,京东.json
VERTU AGENT Q 手机是否支持Web3功能？,支持Web3功能，可轻松接入数字资产与去中心化应用。,京东.json
VERTU AGENT Q 手机的树莓红配色是否显得俗气？,树莓红配色低调又显高级，不俗气。,京东.json
VERTU AGENT Q手机曙光橙小牛皮款和丹凤橙高定款在材质上有何区别？,两款手机配置功能相同，仅外观材质不同。我给您看看外观图[VERTU AGENT Q小牛皮款外观图],京东.json
VERTU AGENT Q 量子折叠屏手机支持哪些颜色？,提供多种颜色可选，包括墨玉黑、小牛皮材质的多种颜色。给您看看外观图[VERTU AGENT Q三色外观图],京东.json
VERTU AGENT Q 量子折叠屏手机的材质和工艺特点是什么？,后盖采用矛隼灵感设计，配备瑞士机械铰链，共320个精钢部件，支持150kg抗压；机身使用南欧进口顶级TOGO小牛皮材质，手感温润细腻。,京东.json
VERTU AGENT Q 量子折叠屏手机的私密安全性如何？,这款手机采用一机三系统设计，私密安全更有保障。,京东.json
VERTU AGENT Q新品直屏后盖的鹰翼门是卡槽吗？,是的，VERTU AGENT Q新品直屏后盖的鹰翼门为卡槽设计。该后盖采用矛隼灵感设计，配备瑞士机械铰链，包含320个精钢部件，可承受150kg压力，寓意大展宏图。,京东.json
VERTU AGENT Q手机透明壳在哪里可以买到？,官方旗舰店暂无透明壳销售。建议您搜索“纬图二代折叠壳”查看，注意甄别仿品。,京东.json
VERTU AGENT Q 手机是小牛皮材质吗？,这款是小牛皮材质的哈，采用欧洲进口的小牛牛脖子部位的胎牛皮哦~，上手手感非常细腻舒服的呢。,京东.json
VERTU Agent Q手机屏幕最结实吗？,这款手机配备6.02英寸120Hz柔性AMOLED屏，机身采用瑞表级工艺，坚固耐用，抗摔抗碰表现出色。,京东.json
VERTU Agent Q手机为什么是最结实的？,VERTU Agent Q采用瑞表级工艺机身，搭配珍稀皮革与红宝石按键，配备A5加密芯片和一机三系统，具备端到端加密安全保障；其6.02英寸120Hz柔性AMOLED屏幕具备高抗摔性，整体结构设计强化了抗冲击能力。,京东.json
VERTU Agent Q手机支持哪些防摔防磕碰特性？,VERTU Agent Q手机配备6.02英寸120Hz柔性AMOLED屏幕，机身采用瑞表级工艺，搭配珍稀皮革与红宝石按键，具备高抗摔抗碰性能；摄像头采用蓝宝石玻璃材质，硬度仅次于钻石，防刮耐磨，不易因外部环境导致划伤。我给您看看外观图[],京东.json
VERTU AGENT Q 旗舰新品的存储空间是否支持10TB？,支持16GB+1TB+10TB分布式存储，空间超大，完全不用担心存储问题。,京东.json
VERTU Agent Q手机支持11万的价值吗？,这款手机配置高端，工艺奢华，完全匹配11万的价值定位。,京东.json
VERTU Agent Q手机是否防尘防灰？,这款手机具备防尘防灰功能，日常使用更安心。,京东.json
VERTU AGENT Q手机是第几代至尊？,VERTU AGENT Q是最新款，搭载3nm高通骁龙8 Elite至尊版，主频高达4.32GHz，性能跃升30%且功耗降低20%，搭配16GB大内存，超6000mm² VC均热板散热，算力领先主流旗舰。,京东.json
VERTU AGENT Q 旗舰新品中，哪款是后面带钻石的？,这款VERTU AGENT Q旗舰新品无标配钻石款，定制需额外加价，起步价10万元。,京东.json
VERTU AGENT Q 旗舰新品中，红色玛瑙材质的款式是哪一个？,红色玛瑙材质的款式是22800元的小牛皮款。我给您看看外观图[],京东.json
VERTU Agent Q手机双卡使用时，没有型号的卡如何接打电话？,VERTU Agent Q支持卫星通话，无信号时可使用卫星卡接打电话。卫星卡需单独办理，兼容三大运营商。,京东.json
VERTU Agent Q手机的卫星电话卡是否需要插入手机？,卫星电话卡需插入手机才能使用。开机后自动连接卫星网络，通话更稳定。,京东.json
VERTU Agent Q手机的卫星通话卡如何收费？是否有年费？,卫星电话卡收费需联系移动、联通或电信营业点咨询。客服无法提供详细资费信息。,京东.json
VERTU Agent Q手机支持哪些运营商的卫星电话卡？,支持移动、联通、电信的卫星电话卡。全网通接入，使用更方便。,京东.json
VERTU Agent Q全球首款AI Agent手机的屏幕和影像系统配置是什么？,6.02英寸120Hz柔性AMOLED屏，显示流畅细腻。  影像系统支持13mm-140mm全焦段，拍摄更灵活。,京东.json
VERTU Agent Q全球首款AI Agent手机的存储与处理器配置是什么？,这款手机搭载3nm骁龙8 Elite至尊版处理器，运行流畅不卡顿。配备16GB+1TB超大存储，支持10TB分布式存储，海量空间随心用。,京东.json
VERTU Agent Q全球首款AI Agent手机是否支持双卫星双向通话？,支持双卫星双向通话，关键时刻更安心。,京东.json
VERTU Agent Q全球首款AI Agent手机的机身材质和工艺特点是什么？,采用瑞表级工艺机身，搭配珍稀皮革与红宝石按键。我给您看看外观图[VERTU Agent Q外观图],京东.json
VERTU Agent Q全球首款AI Agent手机是否支持端到端加密？,支持端到端加密，配备A5加密芯片。安全防护更全面，隐私更有保障。,京东.json
VERTU Agent Q手机微信可以正常使用吗？,可以的，微信在VERTU Agent Q手机上运行流畅，使用体验很好。,京东.json
VERTU AGENT Q手机的充电器是什么样子的？,我给您发几张实拍图吧[充电器为Type-C接口，是65W快充的充电头，包含充电头和数据线，是一套完整的充电设备。][],京东.json
VERTU Agent Q手机的AI智能体有哪些应用场景？,VERTU Agent Q手机搭载200多个AI智能体，覆盖工作与生活场景。无需跳转，一键完成任务，效率更高。,京东.json
VERTU Agent Q手机是否支持防止录音录屏的聊天功能？,支持安全防护功能。  通过vdao软件聊天和语音通话时，可防止对方录音录屏。,京东.json
VERTU AGENT Q 旗舰新品会卡顿吗？,这款旗舰新品运行流畅，不卡顿。支持与主流系统互联，数据一键同步，使用更省心。,京东.json
VERTU AGENT Q 旗舰新品支持一键导入数据吗？,支持一键导入数据，兼容性好，换机更省心。,京东.json
VERTU Agent Q手机的存储容量是多少？,手机配置为16GB+1TB存储，此外还提供10TB的免费分布式存储。10TB分布式存储将文件加密后存储在无数台服务器上，具有永久性、不可删除、不可修改、不丢失的特点，保障数据安全。,京东.json
VERTU AGENT Q手机折叠使用后期会有痕迹吗？,这款手机经过65万次折叠测试，仅会出现轻微折痕，不影响正常使用。,京东.json
VERTU Agent Q的宽度是多少？,VERTU Agent Q采用U型无缝设计，机身纤薄精致。具体宽度未公开，但整体握感舒适。,京东.json
VERTU AGENT Q 旗舰新品是否具备一键销毁功能？,具备一键销毁功能，5秒内清除所有数据，安全可靠。,京东.json
VERTU AGENT Q 旗舰新品主系统与META SPACE之间消息通知是否可跨系统提醒？,支持跨系统提醒，消息不遗漏，沟通更高效。,京东.json
VERTU AGENT Q 手机的量子密钥是什么意思？,VERTU AGENT Q 手机配备三重独立系统，支持多微信同时在线。  可一键切换主系统、密系统与伪装系统，保障信息安全。  数据5秒内彻底销毁，隐私更安心。,京东.json
VERTU AGENT Q 安全性能怎么样?,VERTU AGENT Q采用端对端加密，数据安全有保障。  通讯和服务器均部署在欧洲，符合欧盟法律。  自带10TB加密存储，数据永久保存，无法删除或修改。,京东.json
VERTU AGENT Q手机能否通过不同指纹切换系统？,支持多指纹快速切换系统，操作更便捷。,京东.json
VERTU Agent Q旗舰新品是否有唯一VSN编号？,每一款VERTU Agent Q都配有唯一VSN编号，确保身份唯一。,京东.json
VERTU AGENT Q 旗舰新品 29000元款和40000元款有什么区别?,两款配置完全一样，区别仅在后盖材质。,京东.json
佩戴VERTU AGENT Q 旗舰新品是否会影响打螺丝工作？,这款手表设计坚固，日常打螺丝完全不用担心。,京东.json
VERTU Agent Q的影像系统参数是什么?,VERTU Agent Q影像系统参数：主摄5000万像素（可变光圈+OIS），长焦6400万像素（微距），超广角5000万像素，覆盖13mm-140mm全焦段。支持机械变焦和人眼仿生镜头，暗光进光量多18%，夜景高光抑制提升23%，微距、长焦、夜景表现全面超越同级。,京东.json
VERTU Agent Q的机身材质有哪些选择?,VERTU Agent Q背部有多种材质可选，质感出众，性能一致。,京东.json
VERTU AGENT Q 旗舰新品的通用包装盒是哪种？,VERTU AGENT Q 旗舰新品采用量子折叠设计的统一包装盒，高端大气，保护性更强。,京东.json
VERTU Agent Q手机支持玩游戏吗？,支持玩游戏，运行流畅不卡顿。  游戏、电影、视频体验都很棒。,京东.json
VERTU AGENT Q旗舰新品的价值体现在哪里？,VERTU AGENT Q旗舰新品融合奢华工艺与独特品牌历史。  每一部都是高端收藏级艺术品，彰显非凡品味与身份。,京东.json
VERTU AGENT Q 旗舰新品是否支持2K+超感内屏？,视听盛宴：2K+超感内屏配合DTS:X Ultra影院级音效，是您的私人IMAX影院。,京东.json
VERTU AGENT Q 旗舰新品续航能力怎么样？电池可拆卸吗？,这款搭载4300mAh电池，支持65W快充，20分钟充电70%。  采用相变储能涂层，散热效率提升300%，零下30℃也能稳定运行。  电池不可拆卸，更安全耐用。,京东.json
VERTU AGENT Q 旗舰新品与别的手机有什么区别？,VERTU AGENT Q 采用全黄金鳄鱼皮高定设计，核心优势在于奢华材质、量子级隐私保护与专属高端服务。具体包括：全球首款采用量子密钥+BB84协议的折叠屏手机，支持端到端加密通讯、三系统独立解锁（工作/生活/隐私）、三指数据自毁功能，毫秒级销毁敏感信息；内置独立安全芯片，支持声纹、虹膜、指纹三重生物识别，金融级数据防护；支持双向全球卫星通讯，0.5米定位精度，无地面信号时仍可保持联系；内置VPS AI系统，支持76种语言实时翻译（准确率99.3%）、AI图像生成、AI会议记录等400+专业AI工具；配备24小时真人英式管家服务，一键呼叫可提供全球救援、高端餐厅预订、私人飞机安排等专属服务。,京东.json
VERTU AGENT Q 小折叠屏手机的卡槽在哪儿？,卡槽位于手机侧边。我给您看看外观图[],京东.json
VERTU AGENT Q旗舰新品支持测ECG心电图吗?,不支持ECG心电图检测。  支持睡眠监测、无创血糖检测等功能。  续航长达10天，支持无线磁吸充电。,京东.json
VERTU AGENT Q手机有什么具体优点介绍一下？,VERTU AGENT Q搭载3nm高通骁龙8 Elite至尊版，主频高达4.32GHz，性能跃升30%且功耗降低20%，搭配16GB大内存，无论大型应用还是复杂AI任务都能流畅运行；超6000mm² VC均热板散热，保证长时间高负载使用也不卡顿，算力领先主流旗舰；采用专属A5硬件加密芯片、一机三系统和10TB分布式存储，实现从硬件到软件的全方位防护；端到端加密聊天加上MPC加密钱包，确保隐私数据不泄露，安全等级远超普通旗舰；选用瑞表级机械铰链、316L精钢、红宝石按键和珍稀皮革材质，工艺远超普通金属玻璃机身；全球仅有27个豹子号编码，搭配7x24真人管家服务；支持200+AI智能体，覆盖工作（招聘、合同审核）、生活（翻译、预订）全场景，无需跳转APP；AI图片编辑、73国通话翻译功能实用性高；5565mAh超大硅基电池，容量远超iPhone 17 Pro Max（5088mAh）和三星Z Fold 7（4400mAh），搭配65W快充，续航更持久、回血更快；独家双卫星双向语音通话，无人区也能通信；全球首款可变光圈手机，主摄5000万像素+长焦6400万像素+超广角5000万像素，全焦段覆盖13mm-140mm，支持机械变焦和人眼仿生镜头，暗光进光量多18%，夜景高光抑制提升23%，微距、长焦、夜景表现全面超越同级。,天猫.json
VERTU AGENT Q手机支持哪些AI智能体功能？,支持200+AI智能体，覆盖工作与生活全场景。无需跳转，AI图片编辑与73国通话翻译功能实用性强。,天猫.json
VERTU AGENT Q手机的电池容量和充电速度是多少？,5565mAh超大硅基电池，搭配65W快充，续航更持久、回血更快。,天猫.json
VERTU AGENT Q手机的摄像头配置和拍摄能力如何？,VERTU AGENT Q手机主摄5000万像素，长焦6400万像素，超广角5000万像素，全焦段覆盖13mm-140mm。支持机械变焦和人眼仿生镜头，暗光进光量多18%，夜景高光抑制提升23%，微距、长焦、夜景表现全面超越同级。我给您看看外观图[VERTU AGENT Q摄像头配置图],天猫.json
VERTU AGENT Q手机的隐私安全防护措施有哪些？,采用专属A5硬件加密芯片、一机三系统和10TB分布式存储，实现从硬件到软件的全方位防护；端到端加密聊天加上MPC加密钱包，确保隐私数据不泄露，安全等级远超普通旗舰的单一加密方式。,天猫.json
VERTU AGENT Q手机的机身工艺和稀缺性如何？,选用瑞表级机械铰链、316L精钢、红宝石按键和珍稀皮革材质，开合间有清脆的“咔哒”声，工艺远超普通金属玻璃机身；全球仅有27个豹子号编码，搭配7x24真人管家服务，稀缺性无可替代。,天猫.json
VERTU AGENT Q手机是否支持卫星通信？,支持双卫星双向语音通话，无人区也能安心联络，户外出行更放心。,天猫.json
VERTU AGENT Q 限量发售的旗舰新品支持哪些功能？,VERTU AGENT Q支持5G通信与定制操作系统。  配备AI语音助手，多场景安全加密更安心。  专属客户服务，带来高端智能体验。,天猫.json
VERTU AGENT Q曜石黑配色的材质和工艺特点是什么？,VERTU AGENT Q曜石黑配色采用高端工艺，兼具性能与奢华设计。搭载3nm骁龙8 Elite芯片，支持双卫星双向通话，是全球首款AI智能体手机。,天猫.json
VERTU AGENT Q有哪些可选材质？不同材质的特性是什么？,VERTU AGENT Q可选曜石黑、黑色小牛皮、黑色鳄鱼皮和精密陶瓷四种材质。我给您看看外观图[VERTU AGENT Q材质对比图],天猫.json
VERTU AGENT Q直面屏手机支持卫星电话功能吗?,支持双卫星通信，可实现卫星通话，随时随地保持联系。,天猫.json
VERTU AGENT Q 限量发售的手机是否支持5G网络？,支持5G网络，全频段覆盖。国内主流运营商都能用，网速快又稳定。,天猫.json
VERTU AGENT Q 限量发售的手机是否配备独立安全芯片？,配备独立安全芯片，隐私和支付更安全。,天猫.json
VERTU AGENT Q 限量发售的手机支持多语言语音助手吗？,支持多语言语音助手，能听懂中、英、法、德、日、西等语言指令，使用更方便。,天猫.json
VERTU AGENT Q 限量发售的手机是否具备防窥显示功能？,这款手机具备防窥显示功能，正前方清晰可见，侧面观看内容自动模糊，有效保护隐私。,天猫.json
VERTU AGENT Q 限量发售的手机支持生物识别解锁吗？,支持生物识别解锁，包括面部识别与指纹识别双模式，提升安全性和便捷性。,天猫.json
VERTU AGENT Q 碳纤纹小牛皮全球首发款手机支持AI智能体功能吗？,这款是全球首款AI智能体手机，支持AI智能体功能，能实现智能交互与高效响应。,天猫.json
VERTU AGENT Q 碳纤纹小牛皮全球首发款手机的材质是什么？,采用316L精钢与珍稀小牛皮材质打造。我给您看看外观图[],天猫.json
VERTU Agent Q搭载什么处理器？,搭载3nm骁龙8 Elite至尊版处理器，性能强劲，功耗更低。,天猫.json
VERTU Agent Q是全球首款AI Agent手机吗？,是的，VERTU Agent Q是全球首款AI Agent手机。搭载3nm骁龙8 Elite至尊版，16GB+1TB存储搭配10TB分布式存储。6.02英寸120Hz柔性AMOLED屏，影像系统为5000万主摄（可变光圈+OIS）+6400万长焦（微距）+5000万超广角，覆盖13mm-140mm全焦段。内置5565mAh硅基电池+65W快充，支持双卫星双向通话。配备A5加密芯片+一机三系统，端到端加密保障安全。瑞表级工艺机身搭配珍稀皮革与红宝石按键，还有200+AI智能体与7x24真人管家，兼顾实用与奢华。,天猫.json
VERTU Agent Q支持哪些安全防护功能？,配备A5加密芯片+一机三系统+10TB分布式存储，从硬件到软件全方位防护。端到端加密聊天+MPC加密钱包，隐私数据不泄露，相比普通旗舰的单一加密方式，安全等级更高，适合商务人士存储敏感信息。,天猫.json
VERTU Agent Q的AI智能体有哪些应用场景？,200+AI智能体覆盖工作（招聘、合同审核）、生活（翻译、预订）全场景，打破APP壁垒无需跳转。AI图片编辑、73国通话翻译等功能实用性拉满，再加上真人管家兜底复杂需求，服务体验远超纯软件AI手机。,天猫.json
VERTU Agent Q的机身工艺有哪些特点？,瑞表级机械铰链、316L精钢、红宝石按键与珍稀皮革材质，开合有清脆“咔哒”声，工艺远超普通金属玻璃机身。搭配7x24真人管家，不仅是手机更是专属身份标识，稀缺性无可替代。,天猫.json
